,Unnamed: 0,Species,gps,Year,septempunctata_2007_18km,septempunctata_2008_18km,septempunctata_2009_18km,septempunctata_2010_18km,septempunctata_2011_18km,septempunctata_2012_18km,septempunctata_2013_18km,septempunctata_2014_18km,septempunctata_2015_18km,septempunctata_2016_18km,septempunctata_2017_18km,septempunctata_2018_18km,septempunctata_2019_18km,septempunctata_2020_18km,septempunctata_2021_18km,axyridis_2007_18km,axyridis_2008_18km,axyridis_2009_18km,axyridis_2010_18km,axyridis_2011_18km,axyridis_2012_18km,axyridis_2013_18km,axyridis_2014_18km,axyridis_2015_18km,axyridis_2016_18km,axyridis_2017_18km,axyridis_2018_18km,axyridis_2019_18km,axyridis_2020_18km,axyridis_2021_18km,californica_2007_18km,californica_2008_18km,californica_2009_18km,californica_2010_18km,californica_2011_18km,californica_2012_18km,californica_2013_18km,californica_2014_18km,californica_2015_18km,californica_2016_18km,californica_2017_18km,californica_2018_18km,californica_2019_18km,californica_2020_18km,californica_2021_18km,polita_2007_18km,polita_2008_18km,polita_2009_18km,polita_2010_18km,polita_2011_18km,polita_2012_18km,polita_2013_18km,polita_2014_18km,polita_2015_18km,polita_2016_18km,polita_2017_18km,polita_2018_18km,polita_2019_18km,polita_2020_18km,polita_2021_18km,munda_2007_18km,munda_2008_18km,munda_2009_18km,munda_2010_18km,munda_2011_18km,munda_2012_18km,munda_2013_18km,munda_2014_18km,munda_2015_18km,munda_2016_18km,munda_2017_18km,munda_2018_18km,munda_2019_18km,munda_2020_18km,munda_2021_18km,maculata_2007_18km,maculata_2008_18km,maculata_2009_18km,maculata_2010_18km,maculata_2011_18km,maculata_2012_18km,maculata_2013_18km,maculata_2014_18km,maculata_2015_18km,maculata_2016_18km,maculata_2017_18km,maculata_2018_18km,maculata_2019_18km,maculata_2020_18km,maculata_2021_18km,convergens_2007_18km,convergens_2008_18km,convergens_2009_18km,convergens_2010_18km,convergens_2011_18km,convergens_2012_18km,convergens_2013_18km,convergens_2014_18km,convergens_2015_18km,convergens_2016_18km,convergens_2017_18km,convergens_2018_18km,convergens_2019_18km,convergens_2020_18km,convergens_2021_18km,variegata_2007_18km,variegata_2008_18km,variegata_2009_18km,variegata_2010_18km,variegata_2011_18km,variegata_2012_18km,variegata_2013_18km,variegata_2014_18km,variegata_2015_18km,variegata_2016_18km,variegata_2017_18km,variegata_2018_18km,variegata_2019_18km,variegata_2020_18km,variegata_2021_18km,borealis_2007_18km,borealis_2008_18km,borealis_2009_18km,borealis_2010_18km,borealis_2011_18km,borealis_2012_18km,borealis_2013_18km,borealis_2014_18km,borealis_2015_18km,borealis_2016_18km,borealis_2017_18km,borealis_2018_18km,borealis_2019_18km,borealis_2020_18km,borealis_2021_18km,ludovicianus_2007_18km,ludovicianus_2008_18km,ludovicianus_2009_18km,ludovicianus_2010_18km,ludovicianus_2011_18km,ludovicianus_2012_18km,ludovicianus_2013_18km,ludovicianus_2014_18km,ludovicianus_2015_18km,ludovicianus_2016_18km,ludovicianus_2017_18km,ludovicianus_2018_18km,ludovicianus_2019_18km,ludovicianus_2020_18km,ludovicianus_2021_18km,alpestris_2007_18km,alpestris_2008_18km,alpestris_2009_18km,alpestris_2010_18km,alpestris_2011_18km,alpestris_2012_18km,alpestris_2013_18km,alpestris_2014_18km,alpestris_2015_18km,alpestris_2016_18km,alpestris_2017_18km,alpestris_2018_18km,alpestris_2019_18km,alpestris_2020_18km,alpestris_2021_18km,lapponicus_2007_18km,lapponicus_2008_18km,lapponicus_2009_18km,lapponicus_2010_18km,lapponicus_2011_18km,lapponicus_2012_18km,lapponicus_2013_18km,lapponicus_2014_18km,lapponicus_2015_18km,lapponicus_2016_18km,lapponicus_2017_18km,lapponicus_2018_18km,lapponicus_2019_18km,lapponicus_2020_18km,lapponicus_2021_18km,nivalis_2007_18km,nivalis_2008_18km,nivalis_2009_18km,nivalis_2010_18km,nivalis_2011_18km,nivalis_2012_18km,nivalis_2013_18km,nivalis_2014_18km,nivalis_2015_18km,nivalis_2016_18km,nivalis_2017_18km,nivalis_2018_18km,nivalis_2019_18km,nivalis_2020_18km,nivalis_2021_18km,henslowii_2007_18km,henslowii_2008_18km,henslowii_2009_18km,henslowii_2010_18km,henslowii_2011_18km,henslowii_2012_18km,henslowii_2013_18km,henslowii_2014_18km,henslowii_2015_18km,henslowii_2016_18km,henslowii_2017_18km,henslowii_2018_18km,henslowii_2019_18km,henslowii_2020_18km,henslowii_2021_18km
506,506,Coccinella trifasciata,"(37.7994122124, -122.4128371665)",2018,1,0,1,0,4,8,24,41,24,69,84,117,134,155,115,0,0,2,0,4,7,9,20,22,50,63,76,113,134,96,0,0,0,1,2,2,9,27,9,28,15,23,37,44,38,0,0,0,0,2,0,1,0,9,5,11,17,17,42,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,4,3,6,16,9,31,14,27,86,56,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,3,2,1,2,2,0,4,1,2,1,7,10,5,7,6,6,4,4,3,7,6,4,3,2,1,0,1,1,1,1,0,0,3,5,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,507,Coccinella trifasciata,"(38.4045666667, -122.5842366667)",2018,0,0,0,1,2,20,0,0,7,18,2,16,31,56,66,0,0,0,0,2,0,1,4,1,6,2,3,6,18,18,0,0,0,0,0,0,0,1,4,3,0,3,7,7,5,0,0,0,0,0,0,1,0,0,1,2,0,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,6,18,25,18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,2,0,0,0,2,0,0,0,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,508,Coccinella trifasciata,"(37.6992725979, -122.4311423607)",2018,1,0,0,0,2,8,22,31,23,65,63,87,102,119,84,0,0,1,0,2,4,4,5,15,19,43,41,64,86,30,0,0,0,1,0,3,7,21,6,25,11,18,27,25,26,0,0,0,0,0,1,1,0,9,1,7,12,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,5,4,7,11,14,8,12,32,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,1,1,2,3,1,2,1,7,10,5,7,5,5,19,10,15,16,15,11,3,2,1,0,1,1,1,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,509,Coccinella trifasciata,"(37.8971833333, -122.1909638889)",2018,0,0,2,0,2,1,2,16,11,13,21,46,46,96,56,0,0,1,1,2,3,4,19,6,32,17,60,72,68,74,0,0,0,0,2,0,6,14,4,6,5,8,18,48,22,0,0,0,0,2,0,0,0,0,4,6,7,10,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,4,28,6,45,41,49,120,126,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,2,5,3,7,5,3,7,5,24,3,4,3,7,7,9,8,11,11,9,17,10,7,13,12,0,0,0,0,0,0,1,1,0,0,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,510,Coccinella trifasciata,"(37.8016, -122.4541)",2018,1,0,1,0,4,9,23,40,21,67,80,114,131,136,97,0,0,2,0,4,6,5,12,19,46,60,61,86,103,55,0,0,0,1,2,2,7,24,9,29,15,25,33,36,34,0,0,0,0,2,0,1,1,9,5,11,15,15,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,5,3,5,12,9,27,21,31,82,44,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,3,2,1,2,2,0,4,1,2,1,7,10,5,7,6,6,4,4,3,7,6,4,3,2,1,0,1,1,1,1,0,0,3,5,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,511,Coccinella trifasciata,"(38.3234138889, -122.7276694444)",2018,0,0,0,0,3,21,2,2,18,9,11,19,21,51,74,0,0,0,0,2,0,2,6,4,5,3,8,10,19,29,0,0,0,0,0,0,1,1,3,2,0,5,2,4,6,0,0,0,0,0,0,1,1,0,0,2,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,6,11,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,5,4,5,22,19,25,20,6,19,22,1,0,0,0,2,2,1,2,5,3,2,3,0,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,512,Coccinella trifasciata,"(37.3741344872, -122.2247129329)",2019,1,1,0,2,2,3,3,17,19,22,54,66,76,66,44,0,0,3,0,1,7,1,3,5,25,22,22,33,43,75,0,0,0,0,0,2,5,4,4,8,5,29,26,34,40,0,0,0,1,0,1,2,2,0,1,4,3,5,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,9,15,30,19,21,49,58,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,8,2,11,1,8,8,11,7,13,16,4,38,21,0,0,0,0,0,1,1,2,2,3,2,3,0,4,1,3,0,0,2,0,0,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,513,Coccinella trifasciata,"(37.8010366667, -122.473755)",2019,1,0,1,0,3,9,23,37,19,66,79,102,128,130,96,0,0,1,0,3,4,5,7,17,25,55,43,74,94,45,0,0,0,1,1,2,7,24,7,28,14,21,28,26,34,0,0,0,0,1,0,1,1,9,2,8,13,9,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,4,3,5,11,9,19,19,20,73,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,3,2,1,2,1,0,3,1,2,1,7,10,5,7,6,6,4,4,3,7,6,4,3,2,1,0,1,1,1,1,0,0,3,5,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,514,Coccinella trifasciata,"(39.5430516667, -120.3161083333)",2019,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,2,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,3,1,0,2,1,10,6,8,11,15,16,33,11,10,22,17,21,25,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,515,Coccinella trifasciata,"(39.3048615585, -120.2467373523)",2019,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3,3,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,6,8,7,6,1,5,5,14,8,13,7,24,12,21,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,516,Coccinella trifasciata,"(37.7821205, -122.5078261)",2019,1,0,0,0,2,8,23,34,20,65,76,95,110,116,86,0,0,1,0,2,4,5,5,16,20,54,37,64,83,34,0,0,0,1,0,2,7,20,7,26,14,20,23,20,30,0,0,0,0,0,0,1,1,9,1,7,13,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,3,5,9,11,16,19,18,57,25,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,2,2,0,2,1,0,3,1,2,1,7,10,5,7,5,5,3,4,3,6,4,2,3,2,1,0,1,1,1,0,0,0,1,3,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,517,Coccinella trifasciata,"(37.8146820068, -122.1794815063)",2019,1,1,2,1,2,1,2,15,5,11,26,46,39,55,45,0,1,2,2,2,4,4,19,6,30,18,59,70,65,65,0,1,1,1,2,0,3,14,3,5,6,10,24,30,14,1,0,1,1,2,0,0,1,0,4,7,8,10,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,3,27,5,42,44,49,112,109,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,3,4,7,2,3,4,13,3,6,3,7,9,9,10,11,10,12,14,11,8,15,12,1,0,0,0,0,0,2,2,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,518,Coccinella trifasciata,"(37.9139433333, -122.2776966667)",2019,0,0,1,0,3,1,4,10,9,17,25,49,52,97,55,0,0,2,1,2,4,4,16,6,32,16,59,67,61,71,0,0,0,0,2,0,5,13,4,5,8,9,25,47,25,0,0,0,0,2,0,0,0,0,4,7,9,10,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,5,23,6,40,36,47,121,115,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,1,1,3,3,7,6,3,4,3,7,7,7,8,11,8,9,16,9,9,14,12,0,0,0,0,0,0,0,1,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,519,Coccinella trifasciata,"(42.4557229, -71.9055527)",2019,1,0,3,2,0,0,0,0,0,1,1,0,0,0,1,0,2,6,3,2,2,0,0,0,0,2,0,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,1,1,1,1,3,2,1,1,1,1,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,4,4,3,9,20,8,4,3,9,6,27,0,0,0,0,1,0,0,0,3,3,0,0,2,4,2,6,4,7,5,12,5,11,10,6,14,17,10,26,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,520,Coccinella trifasciata,"(37.0379228949, -121.4244402254)",2019,0,0,0,0,0,0,1,0,0,3,1,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,7,7,12,9,13,19,29,32,27,31,48,1,0,1,0,0,2,2,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,521,Coccinella trifasciata,"(40.450355, -111.371228)",2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,1,0,0,1,5,3,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,522,Coccinella trifasciata,"(37.531037, -122.331932)",2019,0,0,0,2,0,3,6,21,13,17,33,36,56,58,71,0,0,1,0,1,9,0,3,3,18,14,22,34,33,35,0,0,0,0,0,3,3,6,3,5,4,10,21,18,28,0,0,0,1,0,1,1,0,0,2,5,4,8,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,9,11,8,11,5,31,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,1,4,2,4,1,4,7,14,10,3,16,11,0,0,1,0,0,1,0,0,0,17,7,13,11,13,9,4,0,0,1,0,0,1,1,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,523,Coccinella trifasciata,"(44.6222616667, -73.199455)",2019,0,0,0,2,0,0,0,1,3,2,0,0,6,4,8,0,0,0,2,0,4,6,5,5,9,15,9,35,71,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,1,0,2,7,0,0,0,2,0,10,0,0,2,2,2,3,2,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2,0,0,0,2,8,3,6,3,4,0,2,2,3,3,4,1,5,3,6,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,1,0,7,3,2,5,2,7,9,17,1,1,3,0,2,1,0,2,1,6,3,2,3,3,7,20,16,11,13,15,20,16,24,25,33,36,32,28,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,524,Coccinella trifasciata,"(44.4361495, -100.2305)",2019,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,1,2,4,8,3,5,10,0,0,0,0,0,1,2,2,1,3,3,3,3,1,2,0,0,0,0,2,5,3,2,2,3,12,16,8,5,10,0,3,0,0,0,3,1,2,1,2,2,11,2,1,3,0,1,0,0,1,1,5,1,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,525,Coccinella trifasciata,"(37.8678383333, -122.43438)",2019,1,0,1,0,3,8,21,39,21,58,79,115,132,160,109,0,0,2,0,3,6,9,22,22,46,63,76,102,132,98,0,0,0,1,2,2,9,26,9,22,15,19,33,41,37,0,0,0,0,2,0,1,1,9,4,7,14,13,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,5,4,7,18,9,26,26,36,119,65,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,3,3,1,3,2,2,5,1,2,1,7,10,5,7,6,6,4,3,3,9,10,4,3,2,1,0,1,1,1,1,0,0,3,7,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,526,Coccinella trifasciata,"(44.368675, -73.7302333333)",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,527,Coccinella trifasciata,"(44.503645, -75.16782)",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,3,0,3,3,2,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,3,4,2,2,4,5,7,3,16,0,4,0,2,0,0,4,1,2,0,2,0,1,0,0,4,4,2,1,1,2,12,9,6,12,23,9,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,528,Coccinella trifasciata,"(43.4296434852, -73.9274440173)",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,529,Coccinella trifasciata,"(37.49985, -122.2924266)",2019,1,0,0,2,0,4,2,17,13,13,26,53,51,65,50,0,0,1,0,1,9,0,3,4,19,15,22,31,47,50,0,0,0,0,0,3,3,4,5,4,3,23,19,22,27,0,0,0,1,0,2,2,0,0,1,2,3,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,4,9,12,11,10,12,38,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,5,0,10,3,5,2,6,9,16,16,3,23,12,0,0,1,0,0,2,0,0,1,18,7,13,10,14,9,3,0,0,2,0,0,1,2,4,0,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,530,Coccinella trifasciata,"(42.8590133333, -71.9729)",2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,3,2,4,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,2,2,4,2,3,8,5,4,1,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
